source,target,weight
medyatavacom,zaytung,0.061583328320656446
medyatavacom,postacomtr,0.25013348520983875
medyatavacom,milliyet,0.41816096293177296
medyatavacom,t24comtr,0.29630047485095096
medyatavacom,ihacomtr,0.1900635938829092
medyatavacom,radikal,0.326841743913746
medyatavacom,HaberMynet,0.20505467937364708
medyatavacom,dhainternet,0.1994976260653667
medyatavacom,Cihan_Haber,0.1781353256822599
medyatavacom,evrenselgzt,0.18694926610955892
medyatavacom,ntv,0.11086243624393552
medyatavacom,yurtgazetesi,0.24385154586672514
medyatavacom,SozcuGazetesi,0.14385343643853438
Hurriyet,tvahaber,0.21219842966518024
Hurriyet,stargazete,0.3980886996877017
Hurriyet,SHaberTV,0.11087325762573871
Hurriyet,AkitGazetem,0.17064018348910143
Hurriyet,Haber7,0.17075632069294858
Hurriyet,Haberturk,0.5156239105464607
Hurriyet,Vatan,0.214713848066421
Hurriyet,cnnturk,0.5746764208309021
Hurriyet,AydinlikGazete,0.14981402489515122
Hurriyet,yenisafak,0.1776026685129274
Hurriyet,Halk_TV,0.039951965267193204
Hurriyet,Aksam,0.2998967291254587
Hurriyet,cumhuriyetgzt,0.42393333333333333
Hurriyet,medyatavacom,0.22181406356627414
Hurriyet,Hurriyet,1.0
Hurriyet,Sabah,0.3261446621757135
Hurriyet,trthaber,0.18556638045234405
Hurriyet,bugun,0.17119384329519713
Hurriyet,ulusalkanalcom,0.09819857891167828
Hurriyet,ozgurgundemweb,0.14715448152284638
Hurriyet,milligazetecom,0.12095003532084693
Hurriyet,imc_televizyonu,0.1328425299968145
Hurriyet,bbcturkce,0.3672692376852759
Hurriyet,zamancomtr,0.19158836259574785
Hurriyet,turkiyegazetesi,0.0987713959068
Hurriyet,BirGun_Gazetesi,0.17201737832557742
Hurriyet,Taraf_Medya,0.4511003664134907
Hurriyet,zaytung,0.19617835772085254
Hurriyet,postacomtr,0.14446659310148435
Hurriyet,milliyet,0.4600493946766777
Hurriyet,t24comtr,0.30295440528303025
Hurriyet,ihacomtr,0.21191087282328117
Hurriyet,radikal,0.2042460172324337
Hurriyet,HaberMynet,0.1429816423491046
Hurriyet,dhainternet,0.2692019482952417
Hurriyet,Cihan_Haber,0.15954015025222457
Hurriyet,evrenselgzt,0.1576252544279953
Hurriyet,ntv,0.3574595466533582
Hurriyet,yurtgazetesi,0.1740452831790178
Hurriyet,SozcuGazetesi,0.1308809713088097
Sabah,tvahaber,0.56778077844522
Sabah,stargazete,0.7422688731091998
Sabah,SHaberTV,0.23908018547892773
Sabah,AkitGazetem,0.5401538437534131
Sabah,Haber7,0.4834261389461207
Sabah,Haberturk,0.4012906574802685
Sabah,Vatan,0.5546508014030103
Sabah,cnnturk,0.3183358304920779
Sabah,AydinlikGazete,0.19185200768070468
Sabah,yenisafak,0.586268673761447
Sabah,Halk_TV,0.06740258340646313
Sabah,Aksam,0.4990559104261046
Sabah,cumhuriyetgzt,0.13594666666666666
Sabah,medyatavacom,0.2852351429442597
Sabah,Hurriyet,0.3261446621757135
Sabah,Sabah,1.0
Sabah,trthaber,0.4342413553083303
Sabah,bugun,0.2604220043771221
Sabah,ulusalkanalcom,0.13209438542352558
Sabah,ozgurgundemweb,0.11949091176867659
Sabah,milligazetecom,0.25410008209710366
Sabah,imc_televizyonu,0.09912221710968747
Sabah,bbcturkce,0.37153239031181057
Sabah,zamancomtr,0.29090640963628
Sabah,turkiyegazetesi,0.33432362365747226
Sabah,BirGun_Gazetesi,0.14796531940278643
Sabah,Taraf_Medya,0.44120173330631074
Sabah,zaytung,0.0804183429090523
Sabah,postacomtr,0.3866443598049336
Sabah,milliyet,0.47369371069924376
Sabah,t24comtr,0.29000255727544866
Sabah,ihacomtr,0.5554688161669128
Sabah,radikal,0.2133531312311433
Sabah,HaberMynet,0.3762990451022837
Sabah,dhainternet,0.34211241634158346
Sabah,Cihan_Haber,0.2567306790217007
Sabah,evrenselgzt,0.16833335440397476
Sabah,ntv,0.19569269610561213
Sabah,yurtgazetesi,0.2277668927760527
Sabah,SozcuGazetesi,0.12181108621811086
trthaber,tvahaber,0.7051010478018048
trthaber,stargazete,0.5253480642741246
trthaber,SHaberTV,0.3628653780466692
trthaber,AkitGazetem,0.6476182303287513
trthaber,Haber7,0.6895787406068106
trthaber,Haberturk,0.2830690037064981
trthaber,Vatan,0.5343959508058429
trthaber,cnnturk,0.20904183823686287
trthaber,AydinlikGazete,0.21019438986290212
trthaber,yenisafak,0.5951954395456676
trthaber,Halk_TV,0.07126691607777932
trthaber,Aksam,0.3080189715922384
trthaber,cumhuriyetgzt,0.15165333333333333
trthaber,medyatavacom,0.19672648000149343
trthaber,Hurriyet,0.18556638045234405
trthaber,Sabah,0.4342413553083303
trthaber,trthaber,1.0
trthaber,bugun,0.32496539966381405
trthaber,ulusalkanalcom,0.1484542634287605
trthaber,ozgurgundemweb,0.12793480528725193
trthaber,milligazetecom,0.3702388452946904
trthaber,imc_televizyonu,0.1098502813860475
trthaber,bbcturkce,0.24539403119975328
trthaber,zamancomtr,0.26065517599302657
trthaber,turkiyegazetesi,0.37420897541181586
trthaber,BirGun_Gazetesi,0.15897650408552266
trthaber,Taraf_Medya,0.20485698936146257
trthaber,zaytung,0.09815404407591392
trthaber,postacomtr,0.3119104403232122
trthaber,milliyet,0.3052061654715748
trthaber,t24comtr,0.20383240318706722
trthaber,ihacomtr,0.7255778500333251
trthaber,radikal,0.23423205582618353
trthaber,HaberMynet,0.4393372878655834
trthaber,dhainternet,0.4412738118851887
trthaber,Cihan_Haber,0.3683026983336581
trthaber,evrenselgzt,0.17825762651866647
trthaber,ntv,0.14517214559884867
trthaber,yurtgazetesi,0.24980017966147253
trthaber,SozcuGazetesi,0.1197513911975139
bugun,tvahaber,0.21968220369421443
bugun,stargazete,0.20976663330348205
bugun,SHaberTV,0.5210906409083725
bugun,AkitGazetem,0.2046621210466368
bugun,Haber7,0.2232020994861431
bugun,Haberturk,0.23089319151585389
bugun,Vatan,0.37389335346090663
bugun,cnnturk,0.1808579925579346
bugun,AydinlikGazete,0.19156554783208082
bugun,yenisafak,0.2028417770924224
bugun,Halk_TV,0.0615060120394747
bugun,Aksam,0.1511064924118709
bugun,cumhuriyetgzt,0.14592
bugun,medyatavacom,0.11897487225412211
bugun,Hurriyet,0.17119384329519713
bugun,Sabah,0.2604220043771221
bugun,trthaber,0.32496539966381405
bugun,bugun,1.0
bugun,ulusalkanalcom,0.11672710714508008
bugun,ozgurgundemweb,0.11488849887701126
bugun,milligazetecom,0.27248601485384805
bugun,imc_televizyonu,0.08373270095211129
bugun,bbcturkce,0.28212802842734885
bugun,zamancomtr,0.681198009702461
bugun,turkiyegazetesi,0.14948553209989857
bugun,BirGun_Gazetesi,0.16252101162283958
bugun,Taraf_Medya,0.3231419554706274
bugun,zaytung,0.09958910604224833
bugun,postacomtr,0.2096073755027943
bugun,milliyet,0.28992926685599074
bugun,t24comtr,0.21929138398744427
bugun,ihacomtr,0.30230845426727104
bugun,radikal,0.28386403145398037
bugun,HaberMynet,0.1975110811241367
bugun,dhainternet,0.29161977463088984
bugun,Cihan_Haber,0.5993041620971874
bugun,evrenselgzt,0.16478084425846093
bugun,ntv,0.09216859103599871
bugun,yurtgazetesi,0.2569654187031837
bugun,SozcuGazetesi,0.12369010623690106
ulusalkanalcom,tvahaber,0.09861789496787973
ulusalkanalcom,stargazete,0.09119796631712743
ulusalkanalcom,SHaberTV,0.09701270069023354
ulusalkanalcom,AkitGazetem,0.07316159835234276
ulusalkanalcom,Haber7,0.09120779403719464
ulusalkanalcom,Haberturk,0.11973766539233896
ulusalkanalcom,Vatan,0.21337299649247435
ulusalkanalcom,cnnturk,0.09562371625406622
ulusalkanalcom,AydinlikGazete,0.5125214285394576
ulusalkanalcom,yenisafak,0.08870827723343128
ulusalkanalcom,Halk_TV,0.3012178036426339
ulusalkanalcom,Aksam,0.07193563498537307
ulusalkanalcom,cumhuriyetgzt,0.04837333333333333
ulusalkanalcom,medyatavacom,0.13462338538749063
ulusalkanalcom,Hurriyet,0.09819857891167828
ulusalkanalcom,Sabah,0.13209438542352558
ulusalkanalcom,trthaber,0.1484542634287605
ulusalkanalcom,bugun,0.11672710714508008
ulusalkanalcom,ulusalkanalcom,1.0
ulusalkanalcom,ozgurgundemweb,0.05844450717362756
ulusalkanalcom,milligazetecom,0.05844168241785517
ulusalkanalcom,imc_televizyonu,0.05044066116872545
ulusalkanalcom,bbcturkce,0.27167749353827403
ulusalkanalcom,zamancomtr,0.15185465457201916
ulusalkanalcom,turkiyegazetesi,0.04821023138978793
ulusalkanalcom,BirGun_Gazetesi,0.21986247743719267
ulusalkanalcom,Taraf_Medya,0.05747250695311195
ulusalkanalcom,zaytung,0.05511057823028969
ulusalkanalcom,postacomtr,0.11495746271313138
ulusalkanalcom,milliyet,0.2175136523411267
ulusalkanalcom,t24comtr,0.12926400204416577
ulusalkanalcom,ihacomtr,0.10193064694900338
ulusalkanalcom,radikal,0.2521924005516627
ulusalkanalcom,HaberMynet,0.10307085359796839
ulusalkanalcom,dhainternet,0.20251655151854656
ulusalkanalcom,Cihan_Haber,0.18313628754598554
ulusalkanalcom,evrenselgzt,0.16983147700982312
ulusalkanalcom,ntv,0.046180456595874324
ulusalkanalcom,yurtgazetesi,0.46661762521485106
ulusalkanalcom,SozcuGazetesi,0.24383898243838983
ozgurgundemweb,tvahaber,0.08546987567348642
ozgurgundemweb,stargazete,0.08896770947115208
ozgurgundemweb,SHaberTV,0.07151535978595712
ozgurgundemweb,AkitGazetem,0.029148614980547136
ozgurgundemweb,Haber7,0.08064654696302115
ozgurgundemweb,Haberturk,0.18813436591023455
ozgurgundemweb,Vatan,0.05147338578038513
ozgurgundemweb,cnnturk,0.26822862332625586
ozgurgundemweb,AydinlikGazete,0.08643945065599726
ozgurgundemweb,yenisafak,0.08690582849568601
ozgurgundemweb,Halk_TV,0.018813603682662848
ozgurgundemweb,Aksam,0.06340283999558169
ozgurgundemweb,cumhuriyetgzt,0.055266666666666665
ozgurgundemweb,medyatavacom,0.11572306974803323
ozgurgundemweb,Hurriyet,0.14715448152284638
ozgurgundemweb,Sabah,0.11949091176867659
ozgurgundemweb,trthaber,0.12793480528725193
ozgurgundemweb,bugun,0.11488849887701126
ozgurgundemweb,ulusalkanalcom,0.05844450717362756
ozgurgundemweb,ozgurgundemweb,1.0
ozgurgundemweb,milligazetecom,0.019722397235427763
ozgurgundemweb,imc_televizyonu,0.7469777488678064
ozgurgundemweb,bbcturkce,0.4075160470796156
ozgurgundemweb,zamancomtr,0.1591084819401318
ozgurgundemweb,turkiyegazetesi,0.020790633169282882
ozgurgundemweb,BirGun_Gazetesi,0.46299046380048847
ozgurgundemweb,Taraf_Medya,0.1907976288368782
ozgurgundemweb,zaytung,0.10351133420881455
ozgurgundemweb,postacomtr,0.027230982807104974
ozgurgundemweb,milliyet,0.21047140981111698
ozgurgundemweb,t24comtr,0.3888118410878877
ozgurgundemweb,ihacomtr,0.09962076117772678
ozgurgundemweb,radikal,0.5557260152922839
ozgurgundemweb,HaberMynet,0.037469777488678066
ozgurgundemweb,dhainternet,0.30668024889848916
ozgurgundemweb,Cihan_Haber,0.22742056235348987
ozgurgundemweb,evrenselgzt,0.4505700855435143
ozgurgundemweb,ntv,0.1142993900268781
ozgurgundemweb,yurtgazetesi,0.10249266682212595
ozgurgundemweb,SozcuGazetesi,0.016911180169111802
milligazetecom,tvahaber,0.2390553105370678
milligazetecom,stargazete,0.2269889455295263
milligazetecom,SHaberTV,0.25324092636080725
milligazetecom,AkitGazetem,0.14472001069171583
milligazetecom,Haber7,0.28621341428489605
milligazetecom,Haberturk,0.20209252152662427
milligazetecom,Vatan,0.09334249766118716
milligazetecom,cnnturk,0.1282814976039101
milligazetecom,AydinlikGazete,0.1033659812513126
milligazetecom,yenisafak,0.2711113656757737
milligazetecom,Halk_TV,0.008305172117532504
milligazetecom,Aksam,0.14134066479561638
milligazetecom,cumhuriyetgzt,0.020085151879641827
milligazetecom,medyatavacom,0.1232220249346087
milligazetecom,Hurriyet,0.12095003532084693
milligazetecom,Sabah,0.25410008209710366
milligazetecom,trthaber,0.3702388452946904
milligazetecom,bugun,0.27248601485384805
milligazetecom,ulusalkanalcom,0.05844168241785517
milligazetecom,ozgurgundemweb,0.019722397235427763
milligazetecom,milligazetecom,1.0
milligazetecom,imc_televizyonu,0.04635622506061821
milligazetecom,bbcturkce,0.31095709949023426
milligazetecom,zamancomtr,0.33499436775683983
milligazetecom,turkiyegazetesi,0.09152872444011685
milligazetecom,BirGun_Gazetesi,0.1804608893216488
milligazetecom,Taraf_Medya,0.2117150657731447
milligazetecom,zaytung,0.06901884414914944
milligazetecom,postacomtr,0.04765450483991065
milligazetecom,milliyet,0.2495179181701892
milligazetecom,t24comtr,0.21074135593867538
milligazetecom,ihacomtr,0.21469347232563912
milligazetecom,radikal,0.27059587223399584
milligazetecom,HaberMynet,0.06623136109360979
milligazetecom,dhainternet,0.2857170131928136
milligazetecom,Cihan_Haber,0.35349485461175706
milligazetecom,evrenselgzt,0.06455123432040781
milligazetecom,ntv,0.08205891899116025
milligazetecom,yurtgazetesi,0.08030242281917635
milligazetecom,SozcuGazetesi,0.017417070174170702
imc_televizyonu,tvahaber,0.07058719428025342
imc_televizyonu,stargazete,0.07147205606484267
imc_televizyonu,SHaberTV,0.05788411850069019
imc_televizyonu,AkitGazetem,0.045724048618370754
imc_televizyonu,Haber7,0.06552224542526458
imc_televizyonu,Haberturk,0.15987682723958518
imc_televizyonu,Vatan,0.09408160546996404
imc_televizyonu,cnnturk,0.25069550136268715
imc_televizyonu,AydinlikGazete,0.08500248414399979
imc_televizyonu,yenisafak,0.06472586981913425
imc_televizyonu,Halk_TV,0.05109848659800163
imc_televizyonu,Aksam,0.04991682299224861
imc_televizyonu,cumhuriyetgzt,0.12257333333333334
imc_televizyonu,medyatavacom,0.09173539093193643
imc_televizyonu,Hurriyet,0.1328425299968145
imc_televizyonu,Sabah,0.09912221710968747
imc_televizyonu,trthaber,0.1098502813860475
imc_televizyonu,bugun,0.08373270095211129
imc_televizyonu,ulusalkanalcom,0.05044066116872545
imc_televizyonu,ozgurgundemweb,0.7469777488678064
imc_televizyonu,milligazetecom,0.04635622506061821
imc_televizyonu,imc_televizyonu,1.0
imc_televizyonu,bbcturkce,0.2966835380313595
imc_televizyonu,zamancomtr,0.11985983789332107
imc_televizyonu,turkiyegazetesi,0.031834210907685616
imc_televizyonu,BirGun_Gazetesi,0.32709446784412277
imc_televizyonu,Taraf_Medya,0.12098892153045694
imc_televizyonu,zaytung,0.11552401514883376
imc_televizyonu,postacomtr,0.06316520129569644
imc_televizyonu,milliyet,0.16506211729727815
imc_televizyonu,t24comtr,0.25840441723002866
imc_televizyonu,ihacomtr,0.07124945225303517
imc_televizyonu,radikal,0.4351325522953315
imc_televizyonu,HaberMynet,0.06808917376514577
imc_televizyonu,dhainternet,0.20686652744841255
imc_televizyonu,Cihan_Haber,0.16115456765653205
imc_televizyonu,evrenselgzt,0.4896079596455075
imc_televizyonu,ntv,0.1493894453686334
imc_televizyonu,yurtgazetesi,0.1511349087899729
imc_televizyonu,SozcuGazetesi,0.04209727542097275
bbcturkce,tvahaber,0.28330512879637626
bbcturkce,stargazete,0.4731166146169548
bbcturkce,SHaberTV,0.2344829845075497
bbcturkce,AkitGazetem,0.27022514861681046
bbcturkce,Haber7,0.2716891822894454
bbcturkce,Haberturk,0.398800179361222
bbcturkce,Vatan,0.5129334458109488
bbcturkce,cnnturk,0.38356564709191515
bbcturkce,AydinlikGazete,0.37425979222709105
bbcturkce,yenisafak,0.2800463468543381
bbcturkce,Halk_TV,0.25479962434375625
bbcturkce,Aksam,0.3533069130043317
bbcturkce,cumhuriyetgzt,0.30437333333333333
bbcturkce,medyatavacom,0.5657576782110344
bbcturkce,Hurriyet,0.3672692376852759
bbcturkce,Sabah,0.37153239031181057
bbcturkce,trthaber,0.24539403119975328
bbcturkce,bugun,0.28212802842734885
bbcturkce,ulusalkanalcom,0.27167749353827403
bbcturkce,ozgurgundemweb,0.4075160470796156
bbcturkce,milligazetecom,0.31095709949023426
bbcturkce,imc_televizyonu,0.2966835380313595
bbcturkce,bbcturkce,1.0
bbcturkce,zamancomtr,0.29017057433650345
bbcturkce,turkiyegazetesi,0.2040561647585463
bbcturkce,BirGun_Gazetesi,0.39185367221701994
bbcturkce,Taraf_Medya,0.5458049033138063
bbcturkce,zaytung,0.1267844691052384
bbcturkce,postacomtr,0.36546470651051866
bbcturkce,milliyet,0.4812362068965517
bbcturkce,t24comtr,0.5153536812230797
bbcturkce,ihacomtr,0.41899789002345644
bbcturkce,radikal,0.4236490911719926
bbcturkce,HaberMynet,0.3984894061641974
bbcturkce,dhainternet,0.4263622271688743
bbcturkce,Cihan_Haber,0.30735167824951104
bbcturkce,evrenselgzt,0.4562763119634888
bbcturkce,ntv,0.22630322673500325
bbcturkce,yurtgazetesi,0.4527822771737977
bbcturkce,SozcuGazetesi,0.2922237479222375
zamancomtr,tvahaber,0.2599279318713873
zamancomtr,stargazete,0.435200289617391
zamancomtr,SHaberTV,0.7834262131697525
zamancomtr,AkitGazetem,0.266776926557551
zamancomtr,Haber7,0.29806920275273263
zamancomtr,Haberturk,0.22904931286991906
zamancomtr,Vatan,0.42859299382853083
zamancomtr,cnnturk,0.19648136718405576
zamancomtr,AydinlikGazete,0.2378825246064534
zamancomtr,yenisafak,0.2907741685283922
zamancomtr,Halk_TV,0.08994195803119179
zamancomtr,Aksam,0.3317759990925397
zamancomtr,cumhuriyetgzt,0.16153333333333333
zamancomtr,medyatavacom,0.25806090298707146
zamancomtr,Hurriyet,0.19158836259574785
zamancomtr,Sabah,0.29090640963628
zamancomtr,trthaber,0.26065517599302657
zamancomtr,bugun,0.681198009702461
zamancomtr,ulusalkanalcom,0.15185465457201916
zamancomtr,ozgurgundemweb,0.1591084819401318
zamancomtr,milligazetecom,0.33499436775683983
zamancomtr,imc_televizyonu,0.11985983789332107
zamancomtr,bbcturkce,0.29017057433650345
zamancomtr,zamancomtr,1.0
zamancomtr,turkiyegazetesi,0.18520844403651998
zamancomtr,BirGun_Gazetesi,0.2076795467185101
zamancomtr,Taraf_Medya,0.6289379799325079
zamancomtr,zaytung,0.07355355574330923
zamancomtr,postacomtr,0.27675933506567474
zamancomtr,milliyet,0.2876593379487998
zamancomtr,t24comtr,0.38992934899789905
zamancomtr,ihacomtr,0.41652336255877925
zamancomtr,radikal,0.21042718986904954
zamancomtr,HaberMynet,0.2678680198288868
zamancomtr,dhainternet,0.3037801482526319
zamancomtr,Cihan_Haber,0.530663144904631
zamancomtr,evrenselgzt,0.22353000670046397
zamancomtr,ntv,0.10882805620258647
zamancomtr,yurtgazetesi,0.3008127205981171
zamancomtr,SozcuGazetesi,0.15382669653826697
turkiyegazetesi,tvahaber,0.33619953947474357
turkiyegazetesi,stargazete,0.31455807287892695
turkiyegazetesi,SHaberTV,0.13050094198347906
turkiyegazetesi,AkitGazetem,0.17867896880988035
turkiyegazetesi,Haber7,0.32516947651482214
turkiyegazetesi,Haberturk,0.15425985862196673
turkiyegazetesi,Vatan,0.12992940549660348
turkiyegazetesi,cnnturk,0.10121894272418401
turkiyegazetesi,AydinlikGazete,0.06816900954865304
turkiyegazetesi,yenisafak,0.3327778046149139
turkiyegazetesi,Halk_TV,0.008452265484273244
turkiyegazetesi,Aksam,0.2192647698178832
turkiyegazetesi,cumhuriyetgzt,0.016813333333333333
turkiyegazetesi,medyatavacom,0.1034249553161683
turkiyegazetesi,Hurriyet,0.0987713959068
turkiyegazetesi,Sabah,0.33432362365747226
turkiyegazetesi,trthaber,0.37420897541181586
turkiyegazetesi,bugun,0.14948553209989857
turkiyegazetesi,ulusalkanalcom,0.04821023138978793
turkiyegazetesi,ozgurgundemweb,0.020790633169282882
turkiyegazetesi,milligazetecom,0.09152872444011685
turkiyegazetesi,imc_televizyonu,0.031834210907685616
turkiyegazetesi,bbcturkce,0.2040561647585463
turkiyegazetesi,zamancomtr,0.18520844403651998
turkiyegazetesi,turkiyegazetesi,1.0
turkiyegazetesi,BirGun_Gazetesi,0.08369160910100962
turkiyegazetesi,Taraf_Medya,0.07498832584577235
turkiyegazetesi,zaytung,0.03552968455630163
turkiyegazetesi,postacomtr,0.0996155625956644
turkiyegazetesi,milliyet,0.2025022945751413
turkiyegazetesi,t24comtr,0.10529281999259295
turkiyegazetesi,ihacomtr,0.2817255205062557
turkiyegazetesi,radikal,0.1768916155419223
turkiyegazetesi,HaberMynet,0.07568899759167112
turkiyegazetesi,dhainternet,0.19783263288407968
turkiyegazetesi,Cihan_Haber,0.20554562581517802
turkiyegazetesi,evrenselgzt,0.04558555947377743
turkiyegazetesi,ntv,0.06300822826594528
turkiyegazetesi,yurtgazetesi,0.059369112603255884
turkiyegazetesi,SozcuGazetesi,0.023885235238852352
BirGun_Gazetesi,tvahaber,0.10506138979070906
BirGun_Gazetesi,stargazete,0.10723130380222172
BirGun_Gazetesi,SHaberTV,0.11702800211049687
BirGun_Gazetesi,AkitGazetem,0.11077998470924155
BirGun_Gazetesi,Haber7,0.10082613593691325
BirGun_Gazetesi,Haberturk,0.16426462968860664
BirGun_Gazetesi,Vatan,0.29883230475513917
BirGun_Gazetesi,cnnturk,0.20096065634551305
BirGun_Gazetesi,AydinlikGazete,0.357900249309587
BirGun_Gazetesi,yenisafak,0.10259832646933566
BirGun_Gazetesi,Halk_TV,0.20080673717919112
BirGun_Gazetesi,Aksam,0.08327906567733165
BirGun_Gazetesi,cumhuriyetgzt,0.2604666666666667
BirGun_Gazetesi,medyatavacom,0.1649562452169201
BirGun_Gazetesi,Hurriyet,0.17201737832557742
BirGun_Gazetesi,Sabah,0.14796531940278643
BirGun_Gazetesi,trthaber,0.15897650408552266
BirGun_Gazetesi,bugun,0.16252101162283958
BirGun_Gazetesi,ulusalkanalcom,0.21986247743719267
BirGun_Gazetesi,ozgurgundemweb,0.46299046380048847
BirGun_Gazetesi,milligazetecom,0.1804608893216488
BirGun_Gazetesi,imc_televizyonu,0.32709446784412277
BirGun_Gazetesi,bbcturkce,0.39185367221701994
BirGun_Gazetesi,zamancomtr,0.2076795467185101
BirGun_Gazetesi,turkiyegazetesi,0.08369160910100962
BirGun_Gazetesi,BirGun_Gazetesi,1.0
BirGun_Gazetesi,Taraf_Medya,0.18328395276193418
BirGun_Gazetesi,zaytung,0.1322411670477286
BirGun_Gazetesi,postacomtr,0.2058341935713523
BirGun_Gazetesi,milliyet,0.2413548058960818
BirGun_Gazetesi,t24comtr,0.3289383295475628
BirGun_Gazetesi,ihacomtr,0.1583844870694893
BirGun_Gazetesi,radikal,0.4723781592094193
BirGun_Gazetesi,HaberMynet,0.15917460852942003
BirGun_Gazetesi,dhainternet,0.27303840248696387
BirGun_Gazetesi,Cihan_Haber,0.2513368856861729
BirGun_Gazetesi,evrenselgzt,0.6653939999241457
BirGun_Gazetesi,ntv,0.10211667625263218
BirGun_Gazetesi,yurtgazetesi,0.5106629791267321
BirGun_Gazetesi,SozcuGazetesi,0.22215798222157981
Taraf_Medya,tvahaber,0.12427819115910839
Taraf_Medya,stargazete,0.41132568336598563
Taraf_Medya,SHaberTV,0.2434735612882056
Taraf_Medya,AkitGazetem,0.10444524192164266
Taraf_Medya,Haber7,0.12168209206340015
Taraf_Medya,Haberturk,0.48473384354562155
Taraf_Medya,Vatan,0.15948141899391732
Taraf_Medya,cnnturk,0.48125629320799995
Taraf_Medya,AydinlikGazete,0.10804907415281738
Taraf_Medya,yenisafak,0.12227079854978752
Taraf_Medya,Halk_TV,0.04166089326128124
Taraf_Medya,Aksam,0.32385612399509733
Taraf_Medya,cumhuriyetgzt,0.13368
Taraf_Medya,medyatavacom,0.26488574912096147
Taraf_Medya,Hurriyet,0.4511003664134907
Taraf_Medya,Sabah,0.44120173330631074
Taraf_Medya,trthaber,0.20485698936146257
Taraf_Medya,bugun,0.3231419554706274
Taraf_Medya,ulusalkanalcom,0.05747250695311195
Taraf_Medya,ozgurgundemweb,0.1907976288368782
Taraf_Medya,milligazetecom,0.2117150657731447
Taraf_Medya,imc_televizyonu,0.12098892153045694
